original_index,discussion_link,comment,removed,merged,method_signature,filename,link commit after,comment_ok,comment_found,change_ok,how to exclude,notes,commented_line,commented_file
188,,"So, here's how it's used:

Let's say we need to create a volume.

We know the CloudStack account the volume is associated with. We use this info when calling SolidFireUtil.getSolidFireAccountName to find the name of the SolidFire account that should support this CloudStack account (such a SolidFire account may not exist at this point).

We then use the String that comes back from SolidFireUtil.getSolidFireAccountName and look up the SolidFire account (making an API call to the SolidFire SAN).

If it returns a SolidFire account, we use it. Otherwise, we create a SolidFire account with that name and use it.","before = after, contributor's comment",True,getSolidFireAccountName,-,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,contributor's answer,related to comment at line 183,314,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java
189,,"The method in question (`getSolidFireAccountName`) does not create anything, right? At least I could not see anything there. It basically defines/generates a name that you then use do to some processing (I believe the processing you just described).",before = after,True,getSolidFireAccountName,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,,related to comment at line 183,314,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java
190,,"Correct, it just gives you the name of the SolidFire account that corresponds to the applicable CloudStack account. Maybe a better name is getCorrespondingSolidFireAccountName? I could change the implementation to accept an Account and then just pull out of the Account object what I need (UUID and ID) to create the name of the SolidFire account.","before = after, contributor's comment",True,getSolidFireAccountName,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,contributor's answer,related to comment at line 183,314,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java
191,,"That sounds a bit better. 

I think that @DaanHoogland mentioned the `get` prefix because we had some other PRs normalizing the methods used to retrieve POJOs attributes. However, if `get` is being used as a synonym for `retrieve` that should also work, which seems to be this case. English is my second language so, I might be (probably am) mistaken.",before = after,True,getSolidFireAccountName,-,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,yes,,no,,related to comment at line 183,314,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java
193,,"@mike-tutkowski @rafaelweingartner looking at the method it does not seem to be getting or retrieving anything, just processing the parameters to produce a valid name, hence my format-prefix sugestion.",before = after,True,getSolidFireAccountName,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,yes,,no,,related to comment at line 183,314,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java
194,,"Thinking about the `String.format` method, where you send the ""pattern"" and then the parameters to create a new String. I do believe that the `format` as a prefix looks good.",before = after,True,getSolidFireAccountName,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,yes,,no,,related to discussion starting at line 184,314,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/util/SolidFireUtil.java
181,,how unjavaish of you @mike-tutkowski ;),before = after,True,getModifyTargetsCommand,engine/storage/datamotion/src/main/java/org/apache/cloudstack/storage/motion/StorageSystemDataMotionStrategy.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,yes,,no,contributor's answer shows why change is not needed,,1657,engine/storage/datamotion/src/main/java/org/apache/cloudstack/storage/motion/StorageSystemDataMotionStrategy.java
186,,It seems to fit in better with the general pattern I have observed in the codebase (using cmd instead of a longer name). :),"before = after, contributor's comment",True,getModifyTargetsCommand,engine/storage/datamotion/src/main/java/org/apache/cloudstack/storage/motion/StorageSystemDataMotionStrategy.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,contributor's answer,related to comment at line 183,1657,engine/storage/datamotion/src/main/java/org/apache/cloudstack/storage/motion/StorageSystemDataMotionStrategy.java
183,,so this is the only function change in this file amongst a lot of good cleanup. I known not enough of solidfire to judge its merits. Is there any chance you can split reformatting and functional changes to better my review capabilities?,too long instance,True,initialize,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/lifecycle/SolidFireSharedPrimaryDataStoreLifeCycle.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,requiring separate commits,,246,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/lifecycle/SolidFireSharedPrimaryDataStoreLifeCycle.java
185,,"So, honestly, here's the thing (and this may not be a good answer, I understand):

We waste so much time with PRs in verifying that failed tests are, in fact, false calls that I just decided to coalesce this minor update with the other changes. I know it's ideal to have each and every individual unit of functionality, in theory, checked in separately, but, in practice, it's a huge time drain.","too long instance, contributor's comment",True,initialize,-,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,,related to discussion starting at line 185,246,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/lifecycle/SolidFireSharedPrimaryDataStoreLifeCycle.java
192,,"I am not talking separate PRs, @mike-tutkowski . Only separate commits.",too long instance,True,initialize,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/lifecycle/SolidFireSharedPrimaryDataStoreLifeCycle.java,https://github.com/apache/cloudstack/commit/73608dec28b5a524743ac74b776b8778bb540e28,no,,,,related to discussion starting at line 185,246,plugins/storage/volume/solidfire/src/main/java/org/apache/cloudstack/storage/datastore/lifecycle/SolidFireSharedPrimaryDataStoreLifeCycle.java
195,https://github.com/Stratio/cassandra-lucene-index/pull/258,change comment to same ,"before = after, method befor not found, comment to comment, contributor's comment, Irrelevant comment",True,-,builder/src/main/java/com/stratio/cassandra/lucene/builder/index/Partitioner.java,https://github.com/Stratio/cassandra-lucene-index/commit/5210d0c92e3f4f65ddfca09134e7eead4cd68a68,yes,,yes,,only javadoc changed,130,builder/src/main/java/com/stratio/cassandra/lucene/builder/index/Partitioner.java
196,,by the virtul node.,"before = after, comment to comment, method befor not found, contributor's comment",True,-,builder/src/main/java/com/stratio/cassandra/lucene/builder/index/Partitioner.java,https://github.com/Stratio/cassandra-lucene-index/commit/5210d0c92e3f4f65ddfca09134e7eead4cd68a68,yes,,yes,,only javadoc changed,112,builder/src/main/java/com/stratio/cassandra/lucene/builder/index/Partitioner.java
197,,unfiltered -> unbouded ,"before = after, comment to comment, method befor not found, contributor's comment",True,-,builder/src/main/java/com/stratio/cassandra/lucene/builder/index/Partitioner.java,https://github.com/Stratio/cassandra-lucene-index/commit/5210d0c92e3f4f65ddfca09134e7eead4cd68a68,yes,,yes,,only javadoc changed,113,builder/src/main/java/com/stratio/cassandra/lucene/builder/index/Partitioner.java
198,,balance,"before = after, comment to comment, method befor not found, contributor's comment",True,-,builder/src/main/java/com/stratio/cassandra/lucene/builder/index/Partitioner.java,https://github.com/Stratio/cassandra-lucene-index/commit/5210d0c92e3f4f65ddfca09134e7eead4cd68a68,yes,,yes,,only javadoc changed,119,builder/src/main/java/com/stratio/cassandra/lucene/builder/index/Partitioner.java
199,https://github.com/wso2/product-iots/pull/7,"It's not necessary (redundant) to log console errors at these component layers.
And also, just by catching an exception (i.e DeviceControllerException) and doing logging at this component level, actually hides an exception from upper callers which is a bad practice.
Therefore, pass the exceptions that could be thrown at this layer to the upper layers and it's better to catch them and log corresponding errors at the API layer which actually exposes business logic to outside.
",before = after,False,notifyDevices,modules/samples/firealarm/src/org.wso2.carbon.device.mgt.iot.sample.firealarm.plugin.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/firealarm/plugin/impl/FireAlarmPolicyMonitoringService.java,https://github.com/wso2/product-iots/commit/7f83f1361d7c8fe22232e8bb0757197cc896f568,yes,,no,contributor's answer shows change cannot be performed,,59,modules/samples/firealarm/src/org.wso2.carbon.device.mgt.iot.sample.firealarm.plugin.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/firealarm/plugin/impl/FireAlarmPolicyMonitoringService.java
217,,"Can't fix as this code is obsolete and no longer exists.
","before = after, contributor's comment",False,notifyDevices,modules/samples/firealarm/src/org.wso2.carbon.device.mgt.iot.sample.firealarm.plugin.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/firealarm/plugin/impl/FireAlarmPolicyMonitoringService.java,https://github.com/wso2/product-iots/commit/7f83f1361d7c8fe22232e8bb0757197cc896f568,no,,,contributor's answer,,59,modules/samples/firealarm/src/org.wso2.carbon.device.mgt.iot.sample.firealarm.plugin.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/firealarm/plugin/impl/FireAlarmPolicyMonitoringService.java
218,,"Can't fix as this code is obsolete and no longer exists.
","before = after, contributor's comment",False,checkPolicyCompliance,modules/samples/firealarm/src/org.wso2.carbon.device.mgt.iot.sample.firealarm.plugin.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/firealarm/plugin/impl/FireAlarmPolicyMonitoringService.java,https://github.com/wso2/product-iots/commit/7f83f1361d7c8fe22232e8bb0757197cc896f568,no,,,contributor's answer,,59,modules/samples/firealarm/src/org.wso2.carbon.device.mgt.iot.sample.firealarm.plugin.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/firealarm/plugin/impl/FireAlarmPolicyMonitoringService.java
219,,"Can't fix as this code is obsolete and no longer exists.
","before = after, contributor's comment",False,initSubscriber,modules/samples/firealarm/src/org.wso2.carbon.device.mgt.iot.sample.firealarm.plugin.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/firealarm/plugin/impl/FireAlarmPolicyMonitoringService.java,https://github.com/wso2/product-iots/commit/7f83f1361d7c8fe22232e8bb0757197cc896f568,no,,,contributor's answer,,59,modules/samples/firealarm/src/org.wso2.carbon.device.mgt.iot.sample.firealarm.plugin.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/firealarm/plugin/impl/FireAlarmPolicyMonitoringService.java
220,,"Can't fix as this code is obsolete and no longer exists.
","before = after, contributor's comment",False,connectAndSubscribe,modules/samples/firealarm/src/org.wso2.carbon.device.mgt.iot.sample.firealarm.plugin.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/firealarm/plugin/impl/FireAlarmPolicyMonitoringService.java,https://github.com/wso2/product-iots/commit/7f83f1361d7c8fe22232e8bb0757197cc896f568,no,,,contributor's answer,,59,modules/samples/firealarm/src/org.wso2.carbon.device.mgt.iot.sample.firealarm.plugin.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/firealarm/plugin/impl/FireAlarmPolicyMonitoringService.java
221,,"Can't fix as this code is obsolete and no longer exists.
","before = after, contributor's comment",False,connectAndSubscribe,modules/samples/firealarm/src/org.wso2.carbon.device.mgt.iot.sample.firealarm.plugin.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/firealarm/plugin/impl/FireAlarmPolicyMonitoringService.java,https://github.com/wso2/product-iots/commit/7f83f1361d7c8fe22232e8bb0757197cc896f568,no,,,contributor's answer,,59,modules/samples/firealarm/src/org.wso2.carbon.device.mgt.iot.sample.firealarm.plugin.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/firealarm/plugin/impl/FireAlarmPolicyMonitoringService.java
222,,"Can't fix as this code is obsolete and no longer exists.
","before = after, contributor's comment",False,connectAndSubscribe,modules/samples/firealarm/src/org.wso2.carbon.device.mgt.iot.sample.firealarm.plugin.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/firealarm/plugin/impl/FireAlarmPolicyMonitoringService.java,https://github.com/wso2/product-iots/commit/7f83f1361d7c8fe22232e8bb0757197cc896f568,no,,,contributor's answer,,59,modules/samples/firealarm/src/org.wso2.carbon.device.mgt.iot.sample.firealarm.plugin.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/firealarm/plugin/impl/FireAlarmPolicyMonitoringService.java
223,,"Can't fix as this code is obsolete and no longer exists.
","before = after, contributor's comment",False,connectionLost,modules/samples/firealarm/src/org.wso2.carbon.device.mgt.iot.sample.firealarm.plugin.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/firealarm/plugin/impl/FireAlarmPolicyMonitoringService.java,https://github.com/wso2/product-iots/commit/7f83f1361d7c8fe22232e8bb0757197cc896f568,no,,,contributor's answer,,59,modules/samples/firealarm/src/org.wso2.carbon.device.mgt.iot.sample.firealarm.plugin.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/firealarm/plugin/impl/FireAlarmPolicyMonitoringService.java
